elevation_m,slope_deg,south_facing_aspect_index,mean_temperature_c,annual_rainfall_mm,fuel_aridity_index,ndvi,dist_to_road_km,dist_to_river_km,lulc_Agricultural,lulc_Barren,lulc_Barren_Rocky,lulc_Barren_Sandy,lulc_Dense_Forest,lulc_Grassland,lulc_Open_Forest,lulc_Plantation,lulc_Scrubland,lulc_Settlement,lulc_Water_Body,lulc_Wetland,wildfire_label,state,district
548.3,1.51,-0.9943379441332045,23.1,859.4,17.480300187617264,0.726,5.96,9.5,False,False,False,False,False,False,False,True,False,False,False,False,0,Odisha,Mayurbhanj
1171.3,16.11,-0.3007057995042731,22.7,2801.4,2.472323705797201,0.316,3.34,0.75,True,False,False,False,False,False,False,False,False,False,False,False,0,Assam,Dhemaji
658.1,11.63,-0.24192189559966779,26.4,1686.0,12.933930571108622,0.875,0.37,6.31,True,False,False,False,False,False,False,False,False,False,False,False,0,Maharashtra,Raigad
1052.8,28.34,0.7120260459909966,24.1,2872.7,6.420829548894945,0.792,4.36,1.14,False,False,False,False,False,False,False,True,False,False,False,False,0,Karnataka,Kodagu
2791.3,26.52,0.5807029557109398,21.6,1670.6,6.429007116231786,0.527,2.12,10.92,False,False,False,False,True,False,False,False,False,False,False,False,0,Himachal Pradesh,Kullu
498.3,8.49,0.9211854055657211,28.8,1964.6,9.206625980819531,0.66,5.83,0.49,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Idukki
1202.8,6.91,0.5591929034707468,27.3,2789.5,0.9542481398165774,0.101,0.8,0.71,False,False,False,True,False,False,False,False,False,False,False,False,0,Meghalaya,East Khasi Hills
1562.7,26.28,0.9163627295622396,25.2,1727.7,6.232094982765224,0.452,1.59,3.12,False,False,True,False,False,False,False,False,False,False,False,False,0,Himachal Pradesh,Mandi
172.1,15.0,0.46174861323503386,32.6,384.4,7.201073492981008,0.107,0.17,0.79,False,False,False,True,False,False,False,False,False,False,False,False,0,Gujarat,Kutch
187.8,0.6,6.123233995736766e-17,33.9,299.2,12.737975951903808,0.15,1.13,7.09,False,False,False,True,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
291.8,0.84,-0.963630453208623,30.3,748.5,17.390807307012373,0.487,0.39,3.19,True,False,False,False,False,False,False,False,False,False,False,False,0,Telangana,Khammam
207.7,0.12,0.4648420457246198,32.2,1077.1,14.77189703508623,0.54,1.12,1.26,True,False,False,False,False,False,False,False,False,False,False,False,0,West Bengal,Murshidabad
2334.5,33.99,-0.3665012267242972,21.3,884.7,11.507667309840562,0.532,3.07,2.17,False,False,False,False,False,False,True,False,False,False,False,False,0,Uttarakhand,Chamoli
481.0,1.21,-0.9921147013144779,27.3,1669.4,11.139708375720582,0.722,9.72,4.0,True,False,False,False,False,False,False,False,False,False,False,False,0,Odisha,Mayurbhanj
79.4,0.25,-0.28234145684287615,30.6,984.0,18.772140221402218,0.665,0.94,1.17,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Katihar
2527.8,23.61,-0.24699901272274286,21.1,1767.1,3.4354881902415513,0.304,1.73,7.03,False,False,False,False,False,False,False,False,False,True,False,False,0,Himachal Pradesh,Kullu
54.7,5.5,-0.976672278334168,26.8,1591.6,8.428470087491133,0.532,0.86,0.65,False,False,False,False,False,False,False,False,False,False,True,False,0,Uttar Pradesh,Gorakhpur
1760.4,31.44,0.6101451639012676,22.7,1375.6,9.553198698834372,0.621,2.23,3.99,False,False,False,False,True,False,False,False,False,False,False,False,0,Jammu & Kashmir,Doda
276.9,0.78,0.5239859059700791,27.7,299.6,20.102602602602598,0.29,2.47,3.79,False,False,False,False,False,False,False,False,True,False,False,False,0,Rajasthan,Jaisalmer
571.6,15.76,-0.9747611941912219,30.1,1934.3,5.015926854446247,0.339,0.72,0.37,True,False,False,False,False,False,False,False,False,False,False,False,0,Assam,Morigaon
545.5,1.94,-0.9970527522269202,27.0,1941.1,7.645877223065994,0.578,2.1,15.25,False,False,False,False,False,False,False,False,False,True,False,False,0,Odisha,Koraput
107.6,2.46,-0.958819734868193,30.8,1270.3,13.66591257388893,0.608,5.06,2.2,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Katihar
924.9,17.31,-0.969445349895139,29.2,2983.3,5.890571789965295,0.622,0.69,1.88,False,False,False,False,False,False,False,False,False,False,True,False,0,Kerala,Wayanad
365.5,21.63,0.9552783621223437,30.5,4018.4,6.3023261460761475,0.851,1.73,1.28,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Wayanad
569.9,34.22,0.3762242631393654,27.1,3673.7,0.14362561941860774,0.02,6.11,4.59,False,False,False,False,False,False,False,False,False,True,False,False,0,Arunachal Pradesh,Lower Subansiri
187.1,0.6,0.6045991148623747,29.5,298.5,43.08406524466751,0.582,8.37,2.39,False,False,False,False,False,False,False,False,True,False,False,False,0,Gujarat,Kutch
452.9,4.78,-0.6441236297613868,28.9,1580.2,10.561004642304486,0.614,0.05,5.48,False,False,False,False,False,False,False,False,False,False,True,False,0,Odisha,Mayurbhanj
218.5,1.27,0.5877852522924731,32.8,178.6,16.011486001435753,0.136,2.59,11.15,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
413.6,4.73,-0.4539904997395467,32.1,785.6,9.387872628726287,0.259,0.69,4.0,True,False,False,False,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
1181.6,20.67,-0.9672677527758768,27.8,3713.3,4.170036451367581,0.572,1.86,0.42,False,False,False,False,False,False,False,False,False,False,True,False,0,Karnataka,Uttara Kannada
198.6,6.92,0.43837114678907746,33.3,531.5,24.361995249406178,0.462,4.56,4.12,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
1487.4,35.73,0.8415107819453063,24.0,1648.4,6.630061770761838,0.483,2.43,1.99,False,False,False,False,True,False,False,False,False,False,False,False,0,Uttarakhand,Chamoli
1219.3,34.81,0.4601997847838517,23.1,2941.1,2.9927986583801918,0.394,0.95,1.44,True,False,False,False,False,False,False,False,False,False,False,False,0,Sikkim,North Sikkim
1058.4,17.42,0.7277727576572104,27.3,1163.4,14.067041317080893,0.651,1.3,0.62,False,False,True,False,False,False,False,False,False,False,False,False,0,Himachal Pradesh,Kullu
98.0,1.38,0.8367643134589617,36.6,930.7,28.407878141069173,0.8,7.21,1.48,False,False,False,False,False,False,False,False,False,False,False,True,0,Uttar Pradesh,Ballia
144.3,7.62,-0.7466381822853916,29.3,1170.8,6.29438149197356,0.273,1.76,1.9,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
722.1,18.6,0.9774158942860959,30.9,2901.9,6.34078417002565,0.616,8.37,3.02,False,False,False,False,False,False,False,False,False,True,False,False,0,Arunachal Pradesh,Lower Subansiri
442.5,0.54,0.9884938868086836,27.5,736.1,13.879918670015549,0.422,2.01,5.02,False,False,False,False,False,False,False,False,True,False,False,False,0,Telangana,Khammam
50.7,3.85,0.4035452963523902,34.5,1696.0,9.873608017817372,0.514,0.92,1.63,True,False,False,False,False,False,False,False,False,False,False,False,0,West Bengal,Murshidabad
666.5,44.68,0.1357155724343044,25.7,2804.6,3.7781105832128343,0.427,0.28,1.11,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Dhemaji
552.2,27.3,0.997440782930944,29.0,2720.3,8.380314150976844,0.815,0.6,3.09,True,False,False,False,False,False,False,False,False,False,False,False,0,Kerala,Wayanad
2351.3,20.02,0.9477684100095858,17.2,1332.7,5.870593983388009,0.489,3.01,10.46,False,False,False,False,True,False,False,False,False,False,False,False,0,Uttarakhand,Rudraprayag
361.5,2.58,0.0662739004000003,29.8,921.6,9.246867658574784,0.317,10.91,19.83,True,False,False,False,False,False,False,False,False,False,False,False,0,Tamil Nadu,Nilgiris
2215.9,50.95,0.3288666467385831,21.2,1630.2,8.380996416599237,0.684,5.52,1.79,False,False,False,False,False,False,True,False,False,False,False,False,1,Uttarakhand,Chamoli
312.0,0.73,0.9851093261547739,28.3,478.7,24.353551062726805,0.498,2.79,18.0,False,False,False,False,False,False,False,False,False,True,False,False,0,Rajasthan,Jaisalmer
352.6,0.53,0.9537169507482269,27.8,1675.7,10.880779410936531,0.695,1.15,7.32,False,False,False,False,True,False,False,False,False,False,False,False,0,Chhattisgarh,Bastar
771.7,21.98,0.3875155864521031,26.6,3099.1,0.6402425682223125,0.077,5.95,1.62,True,False,False,False,False,False,False,False,False,False,False,False,0,Arunachal Pradesh,Lower Subansiri
2323.8,32.08,-0.2232501160109515,17.5,1468.1,8.180281869778714,0.733,0.53,11.72,False,False,False,False,False,False,False,False,False,True,False,False,0,Himachal Pradesh,Mandi
365.0,1.12,0.11667073709933327,27.2,431.8,14.832643851071829,0.29,3.88,2.82,False,False,False,False,False,False,False,False,True,False,False,False,0,Tamil Nadu,Nilgiris
544.0,0.96,0.20961856290382183,30.1,1416.0,18.266490765171508,0.92,1.49,7.81,False,False,False,False,False,False,False,True,False,False,False,False,0,Chhattisgarh,Bastar
405.2,6.84,-0.9715491199976461,30.7,1342.8,12.830676462434155,0.603,1.41,0.33,True,False,False,False,False,False,False,False,False,False,False,False,0,Odisha,Mayurbhanj
487.3,1.0,0.04361938736533601,34.6,1165.3,19.41515846044416,0.71,12.62,1.2,False,False,False,False,True,False,False,False,False,False,False,False,0,Odisha,Mayurbhanj
1453.2,26.65,-0.7693995550468953,26.5,1671.8,5.952703465402416,0.398,2.67,9.25,False,False,False,False,False,False,True,False,False,False,False,False,0,Uttarakhand,Rudraprayag
155.9,0.66,-0.5328762760707301,28.0,1250.5,11.693446871529062,0.564,0.99,0.42,False,False,False,False,False,False,False,False,False,False,False,True,0,Uttar Pradesh,Gorakhpur
2783.4,9.02,0.2164396139381029,17.3,1080.9,5.435091879075281,0.371,4.63,3.08,False,False,False,False,False,False,True,False,False,False,False,False,0,Himachal Pradesh,Mandi
315.4,1.24,-0.5778576243835055,30.4,836.6,4.93358957932949,0.152,2.59,5.7,True,False,False,False,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
80.0,16.32,-0.9900236577165576,30.6,2959.7,7.300715756446711,0.73,0.04,5.68,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Wayanad
201.0,7.44,0.9650164944723115,31.6,886.7,16.685517381169554,0.521,2.64,3.33,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
2233.2,20.66,0.14780941112961055,20.8,1481.0,5.4335230866540165,0.413,3.68,7.97,False,False,False,False,True,False,False,False,False,False,False,False,0,Himachal Pradesh,Mandi
75.1,1.17,0.4863353804234905,28.5,1156.4,10.706781279847181,0.472,4.18,6.16,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
9.6,2.11,0.9617413095492113,34.7,922.9,20.99843581972823,0.619,3.52,2.63,False,False,False,False,False,False,False,False,False,False,True,False,0,West Bengal,Murshidabad
463.6,1.54,0.5045276238150195,25.9,1682.0,9.389113355780022,0.646,0.88,9.12,False,False,False,False,True,False,False,False,False,False,False,False,0,Odisha,Koraput
661.3,23.43,0.9563047559630354,28.0,2885.6,7.633976420150053,0.814,1.66,0.29,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Idukki
416.2,4.8,0.9871362650729879,27.6,885.9,13.269499949284917,0.474,0.85,11.46,False,False,False,False,False,False,False,False,False,True,False,False,0,Telangana,Khammam
51.6,6.5,-0.10799935570602294,29.7,1069.7,3.808668889458835,0.15,3.49,0.54,False,False,False,False,False,False,False,False,False,False,True,False,0,Uttar Pradesh,Gorakhpur
2372.8,45.54,-0.8754645270000178,17.9,1231.0,3.267993989481592,0.243,1.09,0.93,False,False,False,False,False,False,True,False,False,False,False,False,0,Himachal Pradesh,Kullu
526.3,5.1,0.8028174751911146,33.0,1166.8,20.735712030312598,0.796,0.02,0.75,False,False,False,False,False,False,False,True,False,False,False,False,0,Madhya Pradesh,Balaghat
319.7,0.1,0.7083398377245288,29.7,1165.5,13.823231924140654,0.589,2.36,3.47,True,False,False,False,False,False,False,False,False,False,False,False,0,Odisha,Koraput
1020.8,11.13,0.6665324702494526,26.8,1570.4,11.391283524904214,0.71,2.16,1.32,True,False,False,False,False,False,False,False,False,False,False,False,0,Karnataka,Uttara Kannada
355.9,0.68,0.4508775406894308,28.6,1559.9,12.422796554009276,0.721,4.92,26.98,False,False,False,False,True,False,False,False,False,False,False,False,0,Odisha,Mayurbhanj
5.0,0.48,0.9963452961909064,32.8,794.9,29.321711923119903,0.8,4.07,1.31,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
774.0,30.19,0.9759167619387474,27.6,2944.4,6.3098147418210475,0.696,0.56,0.05,False,False,False,False,False,False,False,False,False,False,True,False,0,Karnataka,Kodagu
140.8,0.48,-0.1270646086013505,31.6,544.3,29.42728542604377,0.6,1.34,0.37,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Supaul
2224.6,26.94,-0.27563735581699905,18.1,1292.4,9.931341568514796,0.764,3.12,1.17,False,False,True,False,False,False,False,False,False,False,False,False,0,Himachal Pradesh,Kullu
1716.2,46.53,0.661311865323652,22.8,1866.2,2.504729935916997,0.216,3.05,13.38,False,False,False,False,True,False,False,False,False,False,False,False,0,Himachal Pradesh,Mandi
3822.9,27.51,0.8231363685344419,10.2,1803.6,3.815087203193948,0.712,1.75,10.25,False,False,False,False,False,False,False,False,False,True,False,False,0,Himachal Pradesh,Kullu
721.7,19.95,-0.9048270524660196,25.3,2367.9,7.575955265610437,0.739,0.05,1.66,False,False,False,False,False,False,False,True,False,False,False,False,0,Maharashtra,Raigad
191.7,4.55,-0.8972583696743286,31.0,1144.6,16.78772296320103,0.674,0.39,1.01,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Supaul
398.4,26.86,-0.5269557954966776,28.8,3576.3,4.872725294453662,0.622,0.27,1.09,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Wayanad
295.4,0.86,-0.9106836608061771,27.7,489.5,14.002714164546225,0.298,3.27,4.71,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Jaisalmer
80.0,22.44,-0.9994502159417572,29.6,1925.7,0.2922446561682382,0.02,8.79,0.47,False,False,False,False,False,False,False,False,False,True,False,False,0,Sikkim,North Sikkim
48.2,4.99,0.5962248749656157,31.5,1354.2,6.693370925594827,0.309,2.25,7.12,False,False,False,False,False,False,False,False,False,False,True,False,0,West Bengal,Murshidabad
405.4,2.75,-0.7083398377245287,32.7,1481.5,16.458552007587734,0.796,1.89,0.95,False,False,False,False,False,False,False,True,False,False,False,False,0,Odisha,Koraput
1063.0,10.91,0.9960410654107696,28.6,2854.9,2.874615046194456,0.297,1.8,1.17,False,False,False,True,False,False,False,False,False,False,False,False,0,Assam,Morigaon
911.5,17.38,-0.998806137341434,29.0,1246.5,14.88228741180839,0.691,0.04,4.15,False,False,False,False,False,True,False,False,False,False,False,False,0,Himachal Pradesh,Mandi
1244.1,15.02,-0.9845031799744366,26.5,3119.0,1.6053122087604845,0.195,1.96,2.99,False,False,False,False,False,False,False,False,True,False,False,False,0,Sikkim,North Sikkim
766.1,29.58,0.9449489121575309,25.0,2891.4,3.543491341846627,0.424,0.62,2.34,False,False,False,False,False,False,False,False,False,True,False,False,0,Meghalaya,East Khasi Hills
245.8,5.1,-0.09410831331851438,29.2,583.2,8.590749414519907,0.201,3.71,3.55,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
410.6,2.95,-0.7205511116803307,31.3,576.7,7.1693512634845575,0.155,0.61,20.49,False,False,False,False,False,False,False,False,False,True,False,False,0,Andhra Pradesh,East Godavari
747.4,15.09,-0.9563047559630355,25.6,3477.5,5.080642907058,0.71,1.2,0.67,False,False,False,False,False,False,False,True,False,False,False,False,0,Kerala,Idukki
511.1,2.95,-0.5962248749656156,27.7,916.2,6.078626254674277,0.223,8.17,3.83,False,False,False,False,False,False,False,False,False,True,False,False,0,Tamil Nadu,Nilgiris
475.6,1.67,0.9943379441332046,31.5,692.9,8.70034052213394,0.219,0.5,8.35,False,False,False,False,False,False,False,False,True,False,False,False,0,Andhra Pradesh,East Godavari
1363.2,35.86,0.3485720473218153,19.8,3569.8,1.7481061638236415,0.324,1.61,3.15,True,False,False,False,False,False,False,False,False,False,False,False,0,Assam,Morigaon
437.6,0.24,0.07497872682632775,30.8,679.1,13.164420485175203,0.333,0.7,11.14,False,False,False,False,False,False,False,False,True,False,False,False,0,Andhra Pradesh,East Godavari
1437.1,23.98,-0.06627390040000039,22.3,3571.2,3.456281324907387,0.569,7.31,2.77,False,False,False,False,False,False,False,False,False,True,False,False,0,Maharashtra,Raigad
375.2,0.3,-0.015707317311820748,30.4,955.3,14.69155690325026,0.51,1.08,9.0,True,False,False,False,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
269.4,5.58,0.4601997847838517,31.5,769.3,0.7247210399171747,0.02,1.94,17.59,True,False,False,False,False,False,False,False,False,False,False,False,0,Telangana,Khammam
220.9,6.93,-0.6896195437356696,30.3,1195.7,10.80388978930308,0.462,9.54,1.03,False,False,False,False,False,False,False,False,False,False,False,True,0,Bihar,Supaul
1527.4,21.65,0.1581580672544835,24.2,1026.6,11.900230782886561,0.554,1.89,7.8,False,False,False,False,True,False,False,False,False,False,False,False,0,Uttarakhand,Chamoli
404.4,26.8,-0.41628079226040104,29.1,3746.1,2.466550531707444,0.326,4.83,1.16,True,False,False,False,False,False,False,False,False,False,False,False,0,Sikkim,North Sikkim
71.9,0.1,0.9420574527872968,32.5,1257.8,16.970466931801443,0.709,4.89,1.21,False,False,False,False,False,False,False,False,False,False,False,True,0,Uttar Pradesh,Gorakhpur
441.1,3.95,-0.8853936257544159,28.0,820.4,8.09213385484572,0.266,2.02,5.77,True,False,False,False,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
314.3,13.88,-0.42261826174069933,33.9,793.0,7.288689809630459,0.192,0.71,2.66,False,False,False,False,False,False,False,False,True,False,False,False,0,Tamil Nadu,Nilgiris
1408.7,22.51,0.6586894601186803,21.5,1068.6,12.897056306691766,0.701,0.05,0.55,False,False,False,False,False,False,False,False,False,True,False,False,0,Jammu & Kashmir,Doda
528.8,15.47,0.47408820904711646,31.7,2702.0,7.8288365453247675,0.692,1.84,0.8,False,False,False,False,False,False,False,False,False,True,False,False,0,Maharashtra,Raigad
33.3,0.19,0.9593139745400575,33.8,805.4,17.620499226861053,0.472,0.81,0.32,False,False,False,False,False,False,False,False,False,False,True,False,0,West Bengal,Murshidabad
577.6,25.24,-0.3826834323650897,28.5,2692.0,4.226002865329512,0.414,1.19,1.54,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Morigaon
1981.0,18.6,0.08019892432885932,22.1,1304.0,7.996296296296296,0.508,4.77,8.58,False,False,True,False,False,False,False,False,False,False,False,False,0,Jammu & Kashmir,Doda
75.8,1.72,0.04013179253255974,32.8,971.0,14.302147525676936,0.467,1.43,0.23,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
272.3,8.77,-0.26723837607825685,32.9,574.8,14.675311203319502,0.301,1.66,1.97,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
217.6,1.11,0.38107037635027424,35.7,1396.9,12.544725766584275,0.526,1.63,0.81,False,False,False,False,False,False,False,False,False,False,True,False,0,Bihar,Supaul
1409.7,30.66,0.7869350219613374,27.5,3721.3,4.965587627247271,0.69,5.27,1.33,False,False,False,False,False,False,False,False,False,False,True,False,0,Karnataka,Uttara Kannada
553.8,4.18,-0.8779829754279805,29.5,1329.5,12.670863938440014,0.614,11.72,9.47,False,False,False,False,False,False,False,False,False,True,False,False,0,Madhya Pradesh,Balaghat
5.0,2.51,0.07497872682632775,32.8,1619.2,6.868310842252209,0.36,2.17,1.7,False,False,False,False,False,False,False,False,False,True,False,False,0,Bihar,Supaul
212.9,1.66,-0.3073566177998071,32.7,457.5,15.954080717488791,0.272,2.43,4.15,False,False,False,True,False,False,False,False,False,False,False,False,0,Rajasthan,Jaisalmer
314.0,9.34,0.38751558645210293,29.5,428.7,8.034802345375448,0.144,2.13,2.0,False,False,False,False,False,False,False,False,True,False,False,False,0,Gujarat,Kutch
976.6,19.14,-0.9563047559630355,26.0,2388.8,2.6012536162005784,0.249,2.85,5.33,False,False,False,True,False,False,False,False,False,False,False,False,0,Assam,Morigaon
55.0,0.44,0.15643446504023092,29.6,1236.3,8.771683005313179,0.396,4.22,0.32,False,False,False,False,False,False,False,False,False,True,False,False,0,Uttar Pradesh,Gorakhpur
136.1,0.28,-0.21303038627497647,35.4,1350.0,12.13365517241379,0.497,2.41,1.08,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
812.0,29.0,0.778243148526021,26.2,3923.3,2.0317649690552533,0.312,12.99,0.52,True,False,False,False,False,False,False,False,False,False,False,False,0,Meghalaya,East Khasi Hills
2166.7,50.57,-0.4893824517488463,17.4,1377.7,7.877512350274073,0.669,10.97,2.42,False,False,True,False,False,False,False,False,False,False,False,False,0,Uttarakhand,Rudraprayag
100.4,32.58,-0.5165333288666418,28.3,3062.6,8.089293619174098,0.904,0.45,3.17,False,False,False,False,False,False,False,False,False,True,False,False,0,Maharashtra,Raigad
865.7,21.96,-1.0,29.2,2488.1,9.702870831884393,0.86,3.97,1.3,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Wayanad
2326.7,22.92,-0.9947028171171742,19.3,1348.5,7.767966862271314,0.583,6.93,15.05,False,False,False,False,False,False,True,False,False,False,False,False,0,Jammu & Kashmir,Doda
1136.0,6.44,0.9494254776419038,26.1,3873.7,1.9573193748899012,0.298,6.82,0.24,True,False,False,False,False,False,False,False,False,False,False,False,0,Meghalaya,East Khasi Hills
301.3,5.57,0.8280603346224944,32.3,469.6,15.027212078651685,0.265,5.71,10.96,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Jaisalmer
1426.4,12.34,-0.6996633405133655,21.8,2037.9,1.7334767762757848,0.17,3.47,0.19,True,False,False,False,False,False,False,False,False,False,False,False,0,Assam,Morigaon
3034.9,24.01,0.17880221511634958,15.0,1722.8,5.43943383805135,0.661,2.68,9.78,False,False,False,False,False,False,True,False,False,False,False,False,0,Jammu & Kashmir,Doda
61.2,1.33,-0.9983418166140283,34.0,1522.2,11.820983849093821,0.564,0.97,2.47,True,False,False,False,False,False,False,False,False,False,False,False,0,West Bengal,Murshidabad
257.8,0.29,0.9238795325112867,31.2,345.2,24.598382749326138,0.351,1.41,0.89,False,False,False,False,False,False,False,False,True,False,False,False,0,Rajasthan,Jaisalmer
1217.2,13.28,-0.43365908458754393,30.5,2532.4,6.326166236134327,0.546,0.99,0.26,True,False,False,False,False,False,False,False,False,False,False,False,0,Meghalaya,East Khasi Hills
382.2,0.21,0.41151435860510904,26.6,1042.5,18.742231947483592,0.805,2.42,20.39,True,False,False,False,False,False,False,False,False,False,False,False,0,Odisha,Koraput
